,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,5.000013760156188,5.000018643155535,5.000026049437867,5.000036994809624,5.000050038328302,5.000063016722737,5.000080359631329,5.000102816817371,5.0001341160173025,5.000159597828773,5.00020411342532,5.000246476756273,5.00029569160653,5.000354497516048,5.000415865709858,5.000500767911649,5.000578665702823,5.000666650422712,5.000761618333447,5.000876563187116,5.001008051454298,5.001134618470596,5.0012521662194285,5.001456413428268,5.001579847377336,5.0017619855002415,5.001946338426422,5.002139259160776,5.002381711332118,5.002623175852315
1,4.500066363394418,4.5000833754540315,4.50010872099358,4.500148105656769,4.5001901652252805,4.500240654047108,4.5003010550168785,4.5003822514280705,4.500461059707684,4.5005543074068735,4.5006533311679595,4.50077006782827,4.50090548838148,4.501041364483214,4.501213380569881,4.501428219492241,4.50157591634658,4.501814330722495,4.502066741399881,4.502250724286639,4.502535412471945,4.502819143492632,4.503161101443537,4.50343828238225,4.503855734307671,4.504076838344746,4.5045891611541675,4.504917372798971,4.505368091920707,4.505856120381415
2,4.000269456721432,4.000362357128265,4.000438949549133,4.0005275857290705,4.000687964639652,4.000818227363308,4.000977067367909,4.001197916049031,4.001395998993553,4.001671872720695,4.001944668832225,4.002145211386219,4.002569667548076,4.0028825985323495,4.003196484440307,4.003726594284706,4.004100357188786,4.0045375779573105,4.0051409859184695,4.005524566108518,4.0060200492314,4.006777925401217,4.007388321722034,4.007798131716462,4.008519208589754,4.009381672632956,4.009977266981095,4.010522953697314,4.011328779574608,4.012328536946339
3,3.501033232425525,3.5013024427579262,3.50156657695437,3.5018571126536826,3.5021997350506626,3.502579836155716,3.5031374311143826,3.5035433603471384,3.504024166098571,3.5048067336873303,3.50524441270824,3.5058363738789704,3.5067788091662235,3.5073685310314,3.508126699552214,3.508892093128083,3.509781874483168,3.510502365261688,3.511676181932491,3.5126797806739227,3.5137197635511668,3.5148286329044973,3.5158180321766492,3.5168999446952003,3.517743680835167,3.5195500722418447,3.520719034819051,3.521782389140235,3.523047963048499,3.5249101520959054
4,3.003504012361201,3.004192376389577,3.0049177069160304,3.0058097571948585,3.006682404453179,3.0074404278030147,3.0085566960058143,3.0096175894630717,3.0107581676449255,3.0118598982790026,3.0131901384189437,3.0145868808810157,3.0159781928569296,3.017111176832809,3.0188496506258127,3.0202267202319906,3.0217878441789585,3.023372082816848,3.025087724368084,3.02715568536885,3.0287728795560196,3.03062656088558,3.0324066122726867,3.0340979081268813,3.0362918231527347,3.038486696811305,3.0401063956631513,3.0425233927408324,3.044465009332084,3.0461148167974517
5,2.5106550738025883,2.512284067456908,2.513858792975004,2.5157315854757956,2.517424903291001,2.5194374782328715,2.521560702342184,2.524041212158958,2.5259915740562415,2.5279734159634573,2.530248806289471,2.5324313696246152,2.535101948612201,2.5376003446572066,2.540136802777473,2.5427336909625184,2.5455773633435075,2.548533740455701,2.550564115638597,2.554136805684143,2.556978816789096,2.559290836277841,2.562456953524189,2.5654301771282477,2.568700810755893,2.5713198760692664,2.574079729263903,2.5774235336494487,2.5801294832062407,2.583352078328206
6,2.0287065972231417,2.032266740867837,2.035128944200581,2.0383568634719995,2.041854722315883,2.0452599140339944,2.049428497859014,2.0533074993980645,2.0560190127993394,2.0603964987351953,2.0638985341382803,2.067950204867981,2.0724677645761873,2.075516327488461,2.0804263186987084,2.084234281438731,2.088289049599325,2.0938482096584226,2.0963335537835883,2.1011846913222327,2.1047953561557105,2.1086178516692384,2.1133933435360435,2.118238346072754,2.1213867949605545,2.1255895139803673,2.129974616589208,2.1338504928079196,2.1388599287831576,2.1427481750802233
7,1.5697196410459655,1.574305252347324,1.5803038858781024,1.5855832558405882,1.5908451036282194,1.5975511194635093,1.6028054295033736,1.6079606549050287,1.6151469319949843,1.6187465624278052,1.6262143505501623,1.631494445525318,1.6373979248497335,1.642716281053015,1.6483753448010499,1.654224225165931,1.6594555117461902,1.6643449403034118,1.670501591847116,1.6764564618149416,1.6831501793576344,1.687706299925777,1.694608199383951,1.6993505654216092,1.704913279662329,1.7089406233542939,1.7165947295964512,1.721348287280307,1.7270622945189296,1.7315710239741096
8,1.1479863105322041,1.1573119245173993,1.1659626684895041,1.1726692975656103,1.1804259573861577,1.1877276819609304,1.195392553951814,1.204576583811798,1.2126439841763363,1.2195857513948056,1.2279354916538838,1.2343266953981689,1.2416822090045592,1.2498165776922248,1.2561369921709449,1.2640064553207453,1.2706466407124262,1.2784478192871278,1.2852868366255175,1.292806245348414,1.3004940815022243,1.306656367587294,1.3126999710161154,1.3208350969084122,1.3263165410145936,1.334045234217034,1.3393854653221497,1.3468820152670828,1.3543566014665094,1.3592696941778002
9,0.7849162147970031,0.7962055656431439,0.8061625592586116,0.815613632129354,0.8251932630948328,0.8341977769914386,0.8468874626011839,0.8551730426219135,0.8631130593812899,0.871649992844317,0.8836684440456473,0.8912541541095371,0.8983169204035936,0.9081869126910164,0.9166738712517087,0.9254033624429312,0.9346003812183462,0.9421014066932429,0.9489504093449644,0.9567847773920668,0.9650043036551508,0.9740779549894008,0.9796920136573958,0.9873673398168611,0.9960577812834133,1.0033838873875323,1.0105671651501196,1.0168883188121147,1.0265022552548957,1.0336386707170575
