,Method,Average Price,Prices Standard Deviation,Exectution Time
0,Matricial Raw Monte Carlo,1.4945628129553021,2.1895927256068393,4.362766742706299
1,Matricial Conditional Monte Carlo,1.5019232227214965,0.0002626995847747872,5.278157472610474
