,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,10.000051911109253,10.000021009110574,10.000184976491914,10.000260554533813,9.999768184082697,10.000092504574361,10.000203098504524,10.00011162685129,9.99984285823651,9.999818664983934,10.00057527448454,9.999596866582737,9.999853322985675,9.999927880352013,9.99990091255499,10.000013490388906,9.999994859339003,9.999960661812572,10.000078953026772,10.00010579540311
1,9.60000623860152,9.600030014176681,9.599961688846578,9.599794996791582,9.600255717081124,9.599960825634824,9.599840910488235,9.600167295176062,9.600181522131665,9.600187892357221,9.599943664161792,9.599620055320909,9.60015024946649,9.599352593316452,9.600667275831304,9.600181322362301,9.59985981945265,9.599888373397077,9.599743307793995,9.5998187471152
2,9.20001785305728,9.200132326562223,9.19995851708831,9.199989787888924,9.200170908454204,9.199918119703655,9.200068684300776,9.200233609361865,9.199686523378011,9.200295297010882,9.199955904886403,9.199736153053282,9.199742362952229,9.20028775215852,9.19960840027285,9.200193673456287,9.199513527033352,9.200191077279683,9.199862320846522,9.200068723100577
3,8.80001903236682,8.799899420608954,8.799837322357627,8.80000292706607,8.800250727571232,8.800152756779369,8.80019281066685,8.799758355686718,8.79986443173906,8.80011649379526,8.799756356494884,8.799939828882042,8.799767222344414,8.800098141228354,8.800140437327244,8.80007804323742,8.79983600247357,8.799840623114202,8.79964197665138,8.799714959286757
4,8.399867679332319,8.400006497865075,8.399981497284532,8.400248294267541,8.400048857416477,8.400169815273726,8.399994329138284,8.399999907494905,8.400001821849942,8.400080851137854,8.40017500712586,8.400343840168466,8.400010872487929,8.400275838865507,8.400349467859948,8.399807976296772,8.40019091572475,8.400271760877432,8.400126958038356,8.400488895318816
5,8.000026754396096,7.999889277518723,8.000003043830615,7.999806165533782,7.999894128086007,8.000172676294522,7.9998651627404564,7.999747700657612,7.9999284521213605,8.000187208209482,7.999906405988637,7.99987786735079,8.000036544214947,8.000083212694223,8.00022439474504,7.999864259243393,7.999805483227275,8.000053615117519,7.999828319877069,8.000291228152575
6,7.599990796213019,7.600016438524974,7.599850032183788,7.600052853403965,7.599667538547416,7.600102355091064,7.599939191669026,7.599905035901497,7.599612802530253,7.599631689363163,7.600151897345174,7.599837116171806,7.600008294798234,7.59941756809594,7.599593707991833,7.600270329247508,7.600100472589667,7.600153765868371,7.60023137317594,7.599913990049344
7,7.199809469634058,7.200159810290954,7.200010137711037,7.200297554774677,7.200222949490975,7.200170924433017,7.199959722162399,7.199771890627994,7.200058180847778,7.2004083958866065,7.200051994552671,7.199992005702698,7.200439853822839,7.199753756717771,7.200006634575237,7.199808849431609,7.200427360129708,7.20057442235781,7.20012997518727,7.199875700010405
8,6.799905442069537,6.799964921287489,6.800289774195444,6.800105274658153,6.799994831350615,6.800086195595369,6.800485637460188,6.8001218680517415,6.799725924790109,6.799974047937741,6.8000112251742415,6.799927386498648,6.799760361149636,6.7998220331959605,6.800230697903249,6.799936634951709,6.800151031716867,6.80047846961827,6.799605966230421,6.800048932716018
9,6.399999856839022,6.399892726499284,6.399904205336175,6.3999967749379385,6.39977792958227,6.399993981088954,6.399966323898123,6.3997207503588145,6.39997853027184,6.399774692395824,6.399605913104682,6.400143623569591,6.40010324064274,6.399894222735852,6.399714150286951,6.399900302005731,6.400253632272984,6.400194726671752,6.399488629399803,6.399958503326107
10,5.9999892453210535,6.000022637632442,6.000000383716359,6.000200577691842,6.000094080930175,5.999993511651036,6.000371415222898,6.000168081938852,5.999698003786775,6.00005141146213,5.9999859260449675,6.000118408947949,5.999753760279501,5.999859215268014,6.0000018889863505,5.999698325511061,6.000130552064447,5.9996801554904,6.000461962724917,5.999785044728556
