,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,5.000817841423151,5.000277583090262,5.000141674655206,4.999934847454361,5.0003558292775185,5.00015114643626,5.000527309464146,5.00029200566474,5.00002576846473,4.999379334384327,4.999635694459627,5.000510187004944,5.000205393398027,5.000414499982777,5.0008172813758005,5.000562291239203,5.000896035441713,5.000956769955376,5.001327230354854,5.001685044796104,4.999878979096793,5.001986492138481,5.002131091093315,5.001149736703971,5.001708214535112,5.002201934157116,5.002067397591357,5.002039584061181,5.002073905299766,5.003099171194642
1,4.500238621686439,4.500417729908618,4.499822277802283,4.500262545093576,4.5012043917659765,4.500392418771316,4.500876301628708,4.500947324742004,4.500965204568334,4.500542115447639,4.501102248211173,4.5006250838041835,4.501364669968884,4.501209899052903,4.50111505490739,4.501644900406422,4.501777391267246,4.503146171377261,4.50235426183148,4.50234484106125,4.502626744602842,4.502923768436223,4.503010756580342,4.503220909815192,4.504678739627137,4.505110410378656,4.504295947698291,4.504974906047803,4.505793166786276,4.506530356580849
2,4.000146260519877,3.9996427844791214,4.000307757382751,4.000394130066608,4.001057168790447,4.000887867231962,4.001240217630555,4.001439576046771,4.002556414670933,4.00186906230575,4.00214802837927,4.003615066705277,4.002338249377492,4.00340960248786,4.004147911947812,4.0039199927953035,4.005028172733029,4.0050631277216215,4.005640830298263,4.00476943467116,4.006141820365056,4.006823456804456,4.007950268821227,4.007874416989623,4.008796007828232,4.009989300194722,4.009907558408057,4.011120860032986,4.012143453321654,4.011258897002142
3,3.5006025737773396,3.501340719763742,3.5017780526889233,3.502281144132771,3.5022287545514375,3.502882774625606,3.503274054118141,3.5040346852643,3.5038684137744287,3.505134275281463,3.5060213791922434,3.5064128652286066,3.5071536378007044,3.5081816868893667,3.508393824666023,3.509294478725049,3.5108877409316785,3.5110971389999124,3.5129304721410324,3.5123624062763157,3.514032378912359,3.5152641723874587,3.5163939526892114,3.517461831113931,3.5192555050311785,3.5205376945916016,3.521967335746266,3.5226920955378276,3.5239042663884854,3.5248101657487867
4,3.0035903086052858,3.004344556055475,3.0059339599364807,3.0061044461693758,3.0080716111327357,3.0086735357679197,3.010128385222557,3.010599270422447,3.0124927018702445,3.012729988215958,3.0138073719921885,3.0158477107698856,3.017487006200192,3.0180172044637055,3.0194339384602524,3.0211830046781456,3.0226070760088404,3.024367661693918,3.026313217704519,3.028801323585376,3.029952651693909,3.0313839832509877,3.032899211012624,3.0346720288075786,3.0378597352164256,3.0397817153425506,3.0410804721829106,3.0443739868556228,3.044924601916546,3.0487650460726265
5,2.5123168618056275,2.5137701542202655,2.5159032625283495,2.5170187904347343,2.5192054675523545,2.521351722458066,2.5223690582650327,2.5254396837071473,2.5273098540889003,2.5306836973694606,2.5325496130664615,2.5348382648276644,2.536914027104894,2.5399247565265974,2.5407477248394597,2.5435914317873967,2.5480819154596435,2.550543221202614,2.5534400032044,2.5565964577719105,2.558917962283375,2.560806232885486,2.5651749879185752,2.566459989850826,2.571000544266281,2.574597449488986,2.575834029224927,2.578911221479062,2.582077616502439,2.584645027613668
6,2.0317896974454626,2.035232169646539,2.0385370068257163,2.0419621203216263,2.045035932406996,2.0489437432638904,2.0527414731101983,2.056133418198946,2.0601581087964815,2.0637503821078633,2.067733488425036,2.071518217836283,2.0755347524952574,2.080011386595042,2.083477859868959,2.0877109862317162,2.09045749745342,2.095479168930382,2.098919347299835,2.1035874284254654,2.1084504955759216,2.1116109779778136,2.1172887132261797,2.1198139785928163,2.1252601732779155,2.1283151000013,2.1332507515119263,2.1364452784625536,2.1418807820744243,2.1463175162234056
7,1.5748081987191782,1.580431685508601,1.5860112353699811,1.5910534271988115,1.596065894931084,1.602356765011584,1.6091506513883045,1.6137298029639568,1.6199843259808164,1.6238629462904495,1.6308361267255853,1.6366161596138424,1.6430613410036845,1.6474789423405825,1.653640217596267,1.6586008150199554,1.6643597186686114,1.670888467228272,1.6749649366391437,1.680800736819025,1.6872100391232536,1.692084349076832,1.698791382828771,1.703143905014551,1.7089389889582283,1.714097523688376,1.7195875733470944,1.7243262971831876,1.729985048874689,1.7349211696817717
8,1.1576752605671097,1.1647510760139064,1.1720103090643035,1.1810967863846202,1.1885296089399204,1.1960900905861052,1.2047833192976822,1.2113099634154896,1.2195385390777695,1.2267546435177634,1.2341144033698448,1.2415301061641488,1.2492196114265532,1.2567157367047619,1.2622815321398386,1.2695717787943335,1.2764558660433867,1.2848761276526883,1.291219599817881,1.2974315005696786,1.305295871057627,1.311479855281435,1.3176160330085078,1.3251839881360823,1.3315652407640424,1.3384413430743722,1.344887478205887,1.3509613208509546,1.3574433165339563,1.364449361536287
9,0.796710253884894,0.8064396956099793,0.8170680878385035,0.8268955603081231,0.8350351952536766,0.8455577685896641,0.8546607898878729,0.862525960793739,0.8722018029922592,0.881444671683043,0.8899255107125971,0.8989312342814859,0.9085764591625568,0.9157315021865825,0.9237985249472637,0.9313558475802999,0.9407339395520246,0.948774285062952,0.9562824784260693,0.9633252992619428,0.9712124668316446,0.9796536376650256,0.9864577067256081,0.9949367552888695,1.001844784515942,1.0093646954121167,1.0172116898702388,1.023575777979777,1.030553816958805,1.0380522448347116
