,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,299.9998491545441,300.0001219795939,299.9999040130022,300.0000662881058,300.00028203376866,300.0001806054122,300.0000149804186,299.9997922127543,300.0000542951501,299.99974874850443,299.99975738933296,299.999856343577,299.9998798194855,299.9998041459451,299.99994856329215,300.00012954459686,299.99947721665245,299.9997828196521,299.99982448370287,300.0003510577317,299.9996121296751,299.99967792295183,300.0001530713568,300.0001189412518,299.9994904191101,299.99969862266374,299.9999563517873,299.999384937116,299.99946183164116,299.99971494292646,300.0000974635527,299.9998944727671,300.0002473613917,299.99969941370455,300.0001099228987,300.00038581034136,299.99986328419664,299.9996825012331,299.99957712559586,300.00009393467764,299.99984369739434,299.9999826209521,300.00028285731696,300.0003180123814,299.999932358154,299.99988043762323,300.000544545755,300.0000285348367,299.9999432497212,299.9998064458346
1,292.29712071354385,292.29739591103123,292.2974388871506,292.2974774752978,292.2973715408734,292.2975832787338,292.29754482280816,292.29753406299307,292.2974304820562,292.29718787269866,292.297320603924,292.2975641555511,292.297087480069,292.29735026972645,292.2973106459596,292.29751853591586,292.29708415859994,292.2975425124888,292.2971531358999,292.2971496507614,292.29733998237293,292.2974219805477,292.2975736114633,292.29721498054283,292.29706693016686,292.2970394403937,292.2973337372273,292.297507403162,292.29763212657326,292.2976888806499,292.2972567265569,292.2966962773382,292.2971632519304,292.2971519006667,292.2967881578811,292.2973778440654,292.2967948302183,292.29746423115824,292.29759485022095,292.29713500007045,292.29717999392625,292.297378191061,292.29692252519465,292.29761508126785,292.2972720092202,292.2976410119226,292.29726475699727,292.2969739453472,292.2971981195995,292.2976080370869
2,284.59451879326906,284.5947243638316,284.5947101639361,284.59444789199597,284.5946304306617,284.5945572513433,284.59419957951536,284.59458767663824,284.59475965880443,284.59503218464624,284.5946640223034,284.5951304025183,284.59473263736976,284.59455184838515,284.59442622292516,284.5946875500458,284.594488230434,284.59481356494666,284.59458449499954,284.5946481911809,284.5946602865238,284.59467862429375,284.5949920284891,284.59466928842625,284.5945890818205,284.5945251456946,284.5944798237885,284.59484367290327,284.59473970110014,284.59496948758596,284.5944807946326,284.5948123289712,284.5953102632105,284.5941916650105,284.59484819139783,284.5944559830053,284.5941858471432,284.59428595035973,284.59478480422973,284.59474052057044,284.5944719412724,284.5943948831192,284.5944850585301,284.5940730228747,284.59551400658756,284.5946602573857,284.5943772219616,284.5946046595488,284.59469634326115,284.59426807252294
3,276.89185202012123,276.8918698064384,276.8918889035031,276.8915292552565,276.89198052835286,276.8917054980937,276.89179772641603,276.8916839519973,276.89188033367975,276.8919992074307,276.8918454648806,276.89182169281037,276.8922088214617,276.8920676107685,276.8918357792881,276.8919891381382,276.89172404201463,276.8919502705583,276.8921209624834,276.891856620981,276.8917625965307,276.89148795662294,276.8918401510213,276.8922006937877,276.8914286761399,276.8916490632403,276.89196569708525,276.8919153464589,276.89221432196257,276.89176030851655,276.891956546196,276.8916772301858,276.89199049405966,276.8916285993625,276.89200769843313,276.8921166975376,276.89172629357614,276.89197338600934,276.8922231138303,276.8922055450288,276.89176217972175,276.8922883916484,276.8919025082938,276.8915016803517,276.8917794398213,276.8916181208302,276.8923568370142,276.89191569291336,276.8924279234536,276.89146254700063
4,269.18940629254803,269.18904929758827,269.18890378632364,269.18927909286936,269.18914793891247,269.18940972681673,269.1892632823855,269.18923344168155,269.1890379515465,269.18946457725605,269.18908495156643,269.1891002307919,269.1893172209727,269.1891620259752,269.1890020087436,269.18924465670136,269.1890953107217,269.1887088111563,269.189084393703,269.1891460656462,269.18917219773823,269.18909046285575,269.189441153761,269.1894213395815,269.1893875844837,269.1891119623637,269.1895641158095,269.1898129471787,269.18910755534125,269.18871189123297,269.1892107292004,269.18909812686553,269.1889192590699,269.1891254633126,269.18909432997276,269.1884417954518,269.18917675827436,269.1892735107257,269.1890768753824,269.1889429749266,269.1891364085273,269.1890133707595,269.18915818692255,269.18945785388803,269.189491459913,269.1891513343084,269.1885700085673,269.18937600689566,269.1890277922568,269.1889219019866
5,261.48634991495607,261.48667123972837,261.48644067333584,261.4866998914748,261.4863779333007,261.4864428987585,261.4866840816228,261.4864811679964,261.48672157276627,261.4864194990191,261.4864501528113,261.48636121679,261.48666266252667,261.4864605718827,261.48632305968755,261.486316783124,261.4868027358632,261.486257697538,261.4863250719939,261.4860944746436,261.48606429914736,261.48664979554593,261.4867791688488,261.48652994414596,261.48653557747366,261.48667987204226,261.48646769373084,261.48669716123,261.48621166966194,261.4865948153269,261.4864634141593,261.48617171383125,261.4867846184707,261.4863647928961,261.48674975444743,261.48682377771485,261.48685066570073,261.48648599725254,261.4866376954509,261.4866025946666,261.48627312956813,261.48638092576834,261.4862460326611,261.4867936514311,261.4862222497385,261.48680713882794,261.48646020632276,261.48611713655504,261.4866680319994,261.4869893246251
6,253.78351182099914,253.78363032192283,253.78374570286007,253.78384103923017,253.78398860821392,253.78377265247073,253.78382406291237,253.78369153223687,253.7838178727693,253.7839833959768,253.783750040628,253.78405278927968,253.78423195602755,253.7838187324392,253.78341246878745,253.78397583587005,253.7834820354456,253.78366537809245,253.78359803860243,253.78360852144044,253.78378317271802,253.78408626960564,253.7840029345854,253.78388953792722,253.7835720789243,253.78383881652894,253.7832364655994,253.78351611916753,253.783806264098,253.7837703666636,253.78367670369053,253.78387681983148,253.7838619458638,253.7833211615621,253.78364350459358,253.78403675278597,253.78368932166825,253.78390007505513,253.78371950214046,253.78393979597854,253.78344565159804,253.784317249385,253.78387660274495,253.78393118613837,253.78397434030143,253.78385054705157,253.7838742727549,253.78416986833327,253.78286940251914,253.7838324786505
7,246.08104779483062,246.08122538958173,246.08105430147126,246.08112053905944,246.08107714241532,246.0811552743109,246.08069721231206,246.0810067690718,246.08107067364145,246.08125950623358,246.08120329272415,246.08108163179557,246.08110347216132,246.081252970168,246.0810221327134,246.08107865894246,246.0806615640429,246.080399492796,246.08104778455947,246.08099209690485,246.08132928431604,246.08106686906265,246.08084914136134,246.08100454428637,246.0809943095055,246.08114617383418,246.08131582903397,246.0810195711999,246.08104170904886,246.08108213357465,246.0809536541036,246.0809113809189,246.080979825665,246.08081707077838,246.0808935738448,246.0813308506196,246.0815014597595,246.08112267803156,246.08116786999472,246.08114881255503,246.08180923672597,246.08101875550648,246.0810493526255,246.08134987599746,246.0813926499334,246.08077269571368,246.08149772461562,246.08118996488048,246.0809063234805,246.08158641454955
8,238.378339662786,238.37835155536067,238.3780179759347,238.3783720502613,238.37836791300774,238.37832171096403,238.3785910451082,238.37826680041545,238.37835702876123,238.37873643407477,238.3783111587513,238.37799962517414,238.37859637950064,238.37880389072706,238.3782184314408,238.37822911979828,238.37846202440446,238.37867367847832,238.37854751810733,238.37848901123104,238.3783766388914,238.37820349330008,238.37792255729258,238.37838715231115,238.37859099946283,238.37860446451583,238.37840015564132,238.37879858820972,238.37828647589743,238.37812069247184,238.37792325047013,238.3779702848896,238.37838421917527,238.37842846701926,238.37806317049194,238.3785540039762,238.37807063632508,238.37857410544646,238.37857378520357,238.37805923677158,238.37866853135574,238.37793820063354,238.3785742167962,238.37862280541484,238.378701856539,238.3778655634842,238.3790369192414,238.37875025113138,238.37872834842915,238.3785177516262
9,230.67577218795515,230.67562426225248,230.67553767993226,230.67567810001108,230.675654194229,230.6757866421747,230.67564170095744,230.67567011459656,230.67555920852925,230.67588174266172,230.67572619165242,230.67548804254392,230.6752881870813,230.6760003365405,230.6756024772221,230.6754691291351,230.67590530307643,230.675542647005,230.67597586393438,230.6756833307559,230.67560381258093,230.67553568682698,230.67605290214084,230.6755851736321,230.67546254823927,230.67565846477996,230.67584024852817,230.67575865029707,230.6761170461991,230.67597312569893,230.67553768233265,230.67603416005744,230.6757509210197,230.67568374651725,230.67601358517555,230.67624806494865,230.6760595740224,230.675405669767,230.67594596435768,230.67603243966195,230.67567998814528,230.67584111627198,230.67568567450607,230.6757962383036,230.67548695134684,230.67571340353874,230.6755602813321,230.6758862012962,230.67569208100028,230.6751634901579
