0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10.000000000000641,9.000000000069544,8.000000004791955,7.000000211019395,6.000005972138821,5.000109456434837,4.001312773693684,3.0104542852283394,2.056423133008082,1.2124264380190666,0.5804911374657864,0.2124264380190666,0.0564231330080821,0.010454285228339188,0.0013127736936837942,0.0001094564348358576,5.972138818532559e-06,2.1101939239695965e-07,4.7919555543315295e-09,6.954171930569681e-11
