,Method,Average Price,Prices Standard Deviation,Exectution Time
0,Parallel Raw Monte Carlo,1.5002248612267244,2.247322340206081,1.7132117748260498
1,Parallel Conditional Monte Carlo,1.5021913953008452,0.00019237719251059409,2.34018611907959
